run_id,symbol,asset_class,timeframe,family,strategy_name,params_str,direction,session,status,trade_count,win_rate,profit_factor,avg_return,expectancy,max_drawdown,sharpe,sqn,exposure_pct,avg_duration_bars,gross_return,net_return,is_return,oos_return,robustness_score,param_sensitivity,skip_reason,data_source,rank_score
run_20260429_074336_846c,BNB/USDT,crypto,D1,pullback,pullback_ema,pullback_period=50|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,WEAK_CANDIDATE,40,0.200000,3.598874,0.045051,0.045051,-0.326227,0.577871,1.169899,0.040040,17.675000,2.001930,2.001930,0.674608,0.166600,0.714087,,,binance_rest,0.981021
run_20260429_074336_846c,BNB/USDT,crypto,D1,pullback,pullback_ema,pullback_period=20|rsi_reclaim=True|rsi_threshold=50|trend_period=200,both,all,STRONG_CANDIDATE,59,0.338983,2.169032,0.017494,0.017494,-0.260628,0.644765,1.301641,0.059059,8.745763,1.185013,1.185013,0.391182,0.370122,0.983849,,,binance_rest,0.873461
run_20260429_074336_846c,BNB/USDT,crypto,D1,pullback,pullback_ema,pullback_period=20|rsi_reclaim=False|rsi_threshold=50|trend_period=200,both,all,STRONG_CANDIDATE,70,0.342857,2.159508,0.015635,0.015635,-0.260788,0.680626,1.372706,0.070070,8.571429,1.318734,1.318734,0.520828,0.330027,0.890097,,,binance_rest,0.868123
